1359.0	8.0559502422e-06
1360.0	9.5018577335e-06
1361.0	1.1052256911e-05
1362.0	1.2705540996e-05
1363.0	1.4460103213e-05
1364.0	1.6314336784e-05
1365.0	1.8266634931e-05
1366.0	2.0315390877e-05
1367.0	2.2459041060e-05
1368.0	2.4695983781e-05
1369.0	2.7024627243e-05
1370.0	2.9443368891e-05
1371.0	3.1950583889e-05
1372.0	3.4544610861e-05
1373.0	3.7223732997e-05
1374.0	3.9986159335e-05
1375.0	4.2829989683e-05
1376.0	4.5753162492e-05
1377.0	4.8753436033e-05
1378.0	5.1828337471e-05
1379.0	5.4975092195e-05
1380.0	5.8190551164e-05
1381.0	6.1471028836e-05
1382.0	6.4812374231e-05
1383.0	6.8209978078e-05
1384.0	7.1658304333e-05
1385.0	7.5150928184e-05
1386.0	7.8680545219e-05
1387.0	8.2238830871e-05
1388.0	8.5817499321e-05
1389.0	8.9405810649e-05
1390.0	9.2990074746e-05
1391.0	9.6558890102e-05
1392.0	1.0009915879e-04
1393.0	1.0359597743e-04
1394.0	1.0703424426e-04
1395.0	1.1038270430e-04
1396.0	1.1363130191e-04
1397.0	1.1678443810e-04
1398.0	1.1979133738e-04
1399.0	1.2262862241e-04
1400.0	1.2527314618e-04
1401.0	1.2767930968e-04
1402.0	1.3000887300e-04
1403.0	1.3205963758e-04
1404.0	1.3354876814e-04
1405.0	1.3497190628e-04
1406.0	1.3612757089e-04
1407.0	1.3702403553e-04
1408.0	1.3801096580e-04
1409.0	1.3809819647e-04
1410.0	1.3834110470e-04
1411.0	1.3844243684e-04
1412.0	1.3840441629e-04
1413.0	1.3827838460e-04
1414.0	1.3810195288e-04
1415.0	1.3791209580e-04
1416.0	1.3779058633e-04
1417.0	1.3770129545e-04
1418.0	1.3769877803e-04
1419.0	1.3781198949e-04
1420.0	1.3806338021e-04
1421.0	1.3847227935e-04
1422.0	1.3905399148e-04
1423.0	1.3981973093e-04
1424.0	1.4078312088e-04
1425.0	1.4194765181e-04
1426.0	1.4331611773e-04
1427.0	1.4488259086e-04
1428.0	1.4664251347e-04
1429.0	1.4858610933e-04
1430.0	1.5070006694e-04
1431.0	1.5296643739e-04
1432.0	1.5536354489e-04
1433.0	1.5784634877e-04
1434.0	1.6044156122e-04
1435.0	1.6307543585e-04
1436.0	1.6572433511e-04
1437.0	1.6834664360e-04
1438.0	1.7090877110e-04
1439.0	1.7337878568e-04
1440.0	1.7600000000e-04
1441.0	1.7792333026e-04
1442.0	1.8000198130e-04
1443.0	1.8179390820e-04
1444.0	1.8344401111e-04
1445.0	1.8488910581e-04
1446.0	1.8612318118e-04
1447.0	1.8714388052e-04
1448.0	1.8798258366e-04
1449.0	1.8858249390e-04
1450.0	1.8900090306e-04
1451.0	1.8912757604e-04
1452.0	1.8906082103e-04
1453.0	1.8876391539e-04
1454.0	1.8820992083e-04
1455.0	1.8745501733e-04
1456.0	1.8645520237e-04
1457.0	1.8520456912e-04
1458.0	1.8370538870e-04
1459.0	1.8195049403e-04
1460.0	1.7994452353e-04
1461.0	1.7800000000e-04
1462.0	1.7520045985e-04
1463.0	1.7248705676e-04
1464.0	1.6957228022e-04
1465.0	1.6647835616e-04
1466.0	1.6323068561e-04
1467.0	1.5985581960e-04
1468.0	1.5638131378e-04
1469.0	1.5287722734e-04
1470.0	1.4930750913e-04
1471.0	1.4571856332e-04
1472.0	1.4213343963e-04
1473.0	1.3857326942e-04
1474.0	1.3505724293e-04
1475.0	1.3160257308e-04
1476.0	1.2822458635e-04
1477.0	1.2494272825e-04
1478.0	1.2176927129e-04
1479.0	1.1871656637e-04
1480.0	1.1579551811e-04
1481.0	1.1301555103e-04
1482.0	1.1038455138e-04
1483.0	1.0790878232e-04
1484.0	1.0559278529e-04
1485.0	1.0344009118e-04
1486.0	1.0145280081e-04
1487.0	9.9631733545e-05
1488.0	9.7976560114e-05
1489.0	9.6485905336e-05
1490.0	9.5157426027e-05
1491.0	9.3987863099e-05
1492.0	9.2973062260e-05
1493.0	9.2107941422e-05
1494.0	9.1387109620e-05
1495.0	9.0804164230e-05
1496.0	9.0351897944e-05
1497.0	9.0022464964e-05
1498.0	8.9807497569e-05
1499.0	8.9698164564e-05
1500.0	8.9686909787e-05
1501.0	8.9759187989e-05
1502.0	8.9906284964e-05
1503.0	9.0118439544e-05
1504.0	9.0384707822e-05
1505.0	9.0692891230e-05
1506.0	9.1029577076e-05
1507.0	9.1355914543e-05
1508.0	9.1726704156e-05
1509.0	9.2077944166e-05
1510.0	9.2394174628e-05
1511.0	9.2661394284e-05
1512.0	9.2867989437e-05
1513.0	9.3005555276e-05
1514.0	9.3411380000e-05
1515.0	9.3052636827e-05
1516.0	9.2967947630e-05
1517.0	9.2824533662e-05
1518.0	9.2635412519e-05
1519.0	9.2415668478e-05
1520.0	9.2181310139e-05
1521.0	9.1948211889e-05
1522.0	9.1778979599e-05
1523.0	9.1612890553e-05
1524.0	9.1492037593e-05
1525.0	9.1417953863e-05
1526.0	9.1395095644e-05
1527.0	9.1426434822e-05
1528.0	9.1512933516e-05
1529.0	9.1654254555e-05
1530.0	9.1887850000e-05
1531.0	9.2116711250e-05
1532.0	9.2438450153e-05
1533.0	9.2825017682e-05
1534.0	9.3271463601e-05
1535.0	9.3780374351e-05
1536.0	9.4352455515e-05
1537.0	9.4985772854e-05
1538.0	9.5681496448e-05
1539.0	9.6423945840e-05
1540.0	9.7173789901e-05
1541.0	9.8007509848e-05
1542.0	9.8847007344e-05
1543.0	9.9674795895e-05
1544.0	1.0047377840e-04
1545.0	1.0122860991e-04
1546.0	1.0192783708e-04
1547.0	1.0300000000e-04
1548.0	1.0312466866e-04
1549.0	1.0362436199e-04
1550.0	1.0407255523e-04
1551.0	1.0448296032e-04
1552.0	1.0487209526e-04
1553.0	1.0525951301e-04
1554.0	1.0565807183e-04
1555.0	1.0614661597e-04
1556.0	1.0664769730e-04
1557.0	1.0720036041e-04
1558.0	1.0780673508e-04
1559.0	1.0846313446e-04
1560.0	1.0913590878e-04
1561.0	1.0988016869e-04
1562.0	1.1062878778e-04
1563.0	1.1136806989e-04
1564.0	1.1207480972e-04
1565.0	1.1272837792e-04
1566.0	1.1330979376e-04
1567.0	1.1414209140e-04
1568.0	1.1418799123e-04
1569.0	1.1446550881e-04
1570.0	1.1463264076e-04
1571.0	1.1469121313e-04
1572.0	1.1464635973e-04
1573.0	1.1450595869e-04
1574.0	1.1427978717e-04
1575.0	1.1402629696e-04
1576.0	1.1368618584e-04
1577.0	1.1329376922e-04
1578.0	1.1285853108e-04
1579.0	1.1238909434e-04
1580.0	1.1189318751e-04
1581.0	1.1137773025e-04
1582.0	1.1084898204e-04
1583.0	1.1031939833e-04
1584.0	1.0979523990e-04
1585.0	1.0928292559e-04
1586.0	1.0879025983e-04
1587.0	1.0832482399e-04
1588.0	1.0789386919e-04
1589.0	1.0750418537e-04
1590.0	1.0716196734e-04
1591.0	1.0686798456e-04
1592.0	1.0664459618e-04
1593.0	1.0648675023e-04
1594.0	1.0640072470e-04
1595.0	1.0639329371e-04
1596.0	1.0647196172e-04
1597.0	1.0664514015e-04
1598.0	1.0700169826e-04
1599.0	1.0731216294e-04
1600.0	1.0782852908e-04
1601.0	1.0848424108e-04
1602.0	1.0929284001e-04
1603.0	1.1026812909e-04
1604.0	1.1142382333e-04
1605.0	1.1277313439e-04
1606.0	1.1433939758e-04
1607.0	1.1611711989e-04
1608.0	1.1812089329e-04
1609.0	1.2035748487e-04
1610.0	1.2283178320e-04
1611.0	1.2554587289e-04
1612.0	1.2849899760e-04
1613.0	1.3168761232e-04
1614.0	1.3510694033e-04
1615.0	1.3874796452e-04
1616.0	1.4260097316e-04
1617.0	1.4664697577e-04
1618.0	1.5087023881e-04
1619.0	1.5525210062e-04
1620.0	1.5977017433e-04
1621.0	1.6439852216e-04
1622.0	1.6910814118e-04
1623.0	1.7384276026e-04
1624.0	1.7863859004e-04
1625.0	1.8341299282e-04
1626.0	1.8812458155e-04
1627.0	1.9273852054e-04
1628.0	1.9722107732e-04
1629.0	2.0154051821e-04
1630.0	2.0601669575e-04
1631.0	2.0957117256e-04
1632.0	2.1321456155e-04
1633.0	2.1664935272e-04
1634.0	2.1981895720e-04
1635.0	2.2271656798e-04
1636.0	2.2533988722e-04
